Rice Name,Rice Type,General Color,Length in mm,Width in mm
A - Rice 31,Super tota,White,3.5809090424379026,1.4250780230895594
A - Rice 32,Super tota,White,4.285420385168603,1.5066971109214904
A - Rice 33,Super tota,White,5.034759201479189,1.6927600349107708
A - Rice 34,Super tota,White,3.9410721978920877,1.7992774831010907
F - Rice 35,Super tota,White,4.062356425242674,1.4851425473123443
F - Rice 36,Super tota,White,7.319666954035153,1.625185293206816
F - Rice 37,Super tota,White,2.8513699454294534,1.8790256393137807
F - Rice 38,Super tota,White,4.611582645142635,1.9610659699292967
F - Rice 39,Super tota,White,2.3895863371102872,2.048634774617307
F - Rice 40,Super tota,White,2.9485226705087477,1.7898174518326375
A - Rice 41,Super tota,White,4.636810412205916,1.623798466309945
A - Rice 42,Super tota,White,4.300457298915144,1.8560348249545908
A - Rice 43,Super tota,White,3.9006935182645384,1.6772418976145467
A - Rice 44,Super tota,White,2.9923561073928777,1.7539263048973457
A - Rice 45,Super tota,White,4.222925236532323,1.781812666899336
A - Rice 46,Super tota,White,5.097572647125733,2.1291292256391157
A - Rice 47,Super tota,White,3.3688389319101923,1.5755957549988617
A - Rice 48,Super tota,White,4.656256448245125,1.5769069063296632
F - Rice 49,Super tota,White,3.7437554213304725,1.7667775862948563
F - Rice 50,Super tota,White,4.119315987061281,1.800433087763048
F - Rice 51,Super tota,White,2.729440196153229,1.8811652070989218
F - Rice 52,Super tota,White,3.403915516932964,1.7395256794295377
F - Rice 53,Super tota,White,5.100341093025584,1.366956084909696
F - Rice 54,Super tota,White,3.3035975176804255,1.8546899592638364
A - Rice 55,Super tota,White,5.539505056486653,1.5899156043306613
A - Rice 56,Super tota,White,4.103690950084058,1.9971950802614131
A - Rice 57,Super tota,White,4.812420195708031,1.557199527629968
A - Rice 58,Super tota,White,4.785116417390269,1.688446154336547
A - Rice 59,Super tota,White,3.178366390652402,1.749714710533732
A - Rice 60,Super tota,White,3.9895339130261553,1.5816572305482461
F - Rice 61,Super tota,White,3.311778282660836,1.8954870801818111
F - Rice 62,Super tota,White,4.275500753540313,1.6416398540814674
F - Rice 63,Super tota,White,5.263782523646194,1.441693857848396
F - Rice 64,Super tota,White,4.7124201419034994,2.021561626226014
A - Rice 65,Super tota,White,4.216035983307435,1.653031291309198
A - Rice 66,Super tota,White,5.218602485166247,1.6074193977586737
A - Rice 67,Super tota,White,4.8173331299280795,1.7215373022403186
A - Rice 68,Super tota,White,3.2695270434749575,1.7999820699788178
A - Rice 69,Super tota,White,4.837563254702001,1.6761504160877727
F - Rice 70,Super tota,White,3.3182737491088647,1.8744647252949629
F - Rice 71,Super tota,White,4.522183118054654,1.683489893013366
F - Rice 72,Super tota,White,5.266883840136237,1.5163376500897578
A - Rice 73,Super tota,White,3.819573832706748,1.710521722210917
A - Rice 74,Super tota,White,4.3205882599749605,1.655394117763923
A - Rice 75,Super tota,White,4.874153679086643,1.7108520317618512
A - Rice 76,Super tota,White,3.8892863115449896,1.74613558383974
A - Rice 77,Super tota,White,4.8954804540179335,1.6878607289102805
F - Rice 78,Super tota,White,5.518445215335793,1.5910767302518902
F - Rice 79,Super tota,White,3.9141787793617353,1.7673034395179643
A - Rice 80,Super tota,White,4.349754736753504,1.736286962748988
A - Rice 81,Super tota,White,3.8635994598058914,1.82672348144458
A - Rice 82,Super tota,White,4.795884732203997,1.868142722510251
A - Rice 83,Super tota,White,4.915280141171998,1.738607287649984
F - Rice 84,Super tota,White,4.63869346205905,1.6234897624121056
F - Rice 85,Super tota,White,5.101096008882127,2.1325204227958103
F - Rice 86,Super tota,White,4.654286663810418,1.5809831930545855
F - Rice 87,Super tota,White,2.850785778597637,1.8788968873025664
A - Rice 88,Super tota,White,4.234239404787054,1.7838672125268669
A - Rice 89,Super tota,White,2.9525291747972573,1.7898600117875745
A - Rice 90,Super tota,White,4.614409902093213,1.9638873162360628
A - Rice 91,Super tota,White,3.9057623944224256,1.6820085687067745
A - Rice 92,Super tota,White,2.9992800305346035,1.7542521153469819
A - Rice 93,Super tota,White,3.3703400133787396,1.5751732362891713
